go_id	go_term	cluster_id	UMAP_1	UMAP_2	gene_symbol	species	rat_symbol	tox_evidence	tox_papers	tox_organs
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	TTC23L	human				
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	UBA5	rat | human	Uba5			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	Ube4b	rat	Ube4b			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	UBQLN1	rat | human	Ubqln1			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	UFC1	rat | human	Ufc1			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	UFL1	rat | human	Ufl1			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	UFM1	rat | human	Ufm1			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	Umod	rat	Umod	single	1	kidney
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	USP19	rat | human	Usp19			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	WFS1	rat | human	Wfs1			
GO:0034976	response to endoplasmic reticulum stress	-1	6.231014	3.987955	XBP1	rat | human	Xbp1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Apc	rat	Apc			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Ascl2	rat	Ascl2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Bcl9	rat	Bcl9			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Bcl9l	rat	Bcl9l			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Braf	rat	Braf			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Cdkn2a	rat	Cdkn2a			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Cdx2	rat	Cdx2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Cul4a	rat	Cul4a			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Elf5	rat	Elf5			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	ESRRB	rat | human	Esrrb			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Fgf10	rat	Fgf10			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Fgfr3	rat	Fgfr3			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Gata2	rat	Gata2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Hes1	rat	Hes1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Hmga2	rat	Hmga2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Kat6a	rat	Kat6a			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	KIT	rat | human	Kit			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Klf10	rat	Klf10			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Ldb1	rat	Ldb1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Ldb2	rat	Ldb2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	LIG4	rat | human	Lig4			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Lrp5	rat	Lrp5			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	NANOG	rat | human	Nanog			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	NOG	rat | human	Nog			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Nr2e1	rat	Nr2e1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	NR5A2	rat | human	Nr5a2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Pla2g2a	rat	Pla2g2a			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	POU5F1	rat | human	Pou5f1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Prdm16	rat	Prdm16			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Raf1	rat	Raf1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Rbpj	rat	Rbpj			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	REST	rat | human	Rest			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Sfrp1	rat	Sfrp1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	SKI	rat | human	Ski			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	SOX2	rat | human	Sox2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Sox4	rat	Sox4			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	SOX9	rat | human	Sox9			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Spi1	rat	Spi1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	TBX1	rat | human	Tbx1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Tcf7l1	rat	Tcf7l1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Tcf7l2	rat	Tcf7l2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Tfap2c	rat	Tfap2c			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Vangl2	rat	Vangl2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Vps72	rat	Vps72			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Wnt7a	rat	Wnt7a			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Yap1	rat	Yap1			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	ZFP36L2	rat | human	Zfp36l2			
GO:0035019	somatic stem cell population maintenance	-1	4.932465	4.302702	Zhx2	rat	Zhx2			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	1700006A11Rikl	rat	1700006A11Rikl			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	AABR07009260.1	rat	AABR07009260.1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	ARHGAP20	rat | human	Arhgap20			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	Arhgap4	rat	Arhgap4			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	ARHGDIA	rat | human	Arhgdia			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	ARHGDIB	rat | human	Arhgdib			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	ARHGEF18	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	ARHGEF2	rat | human	Arhgef2			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	ARHGEF28	rat | human	Arhgef28			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	BCR	rat | human	Bcr			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	CDC42SE1	rat | human	Cdc42se1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	CDC42SE2	rat | human	Cdc42se2			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	Cdh2	rat	Cdh2			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	DLC1	rat | human	Dlc1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	DOCK10	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	DOCK11	rat | human	Dock11			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	DOCK6	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	DOCK7	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	DOCK8	rat | human	Dock8			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	DOCK9	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	EPS8	rat | human	Eps8			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	EPS8L1	rat | human	Eps8l1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	EPS8L2	rat | human	Eps8l2			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	EPS8L3	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	Flot1	rat	Flot1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	KANK1	rat | human	Kank1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	KANK2	rat | human	Kank2			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	Kank3	rat	Kank3			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	LOC102550446	rat	LOC102550446			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	LOC120093152	rat	LOC120093152			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	LOC120100815	rat	LOC120100815			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	LOC134485907	rat	LOC134485907			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	MYO9B	rat | human	Myo9b			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	OPHN1	rat | human	Ophn1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	PKP4	rat | human	Pkp4			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	RAF1	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	STARD13	rat | human	Stard13			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	STARD8	human				
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	TAGAP	rat | human	Tagap			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	Tgap1	rat	Tgap1			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	Tgap1l10	rat	Tgap1l10			
GO:0035023	regulation of Rho protein signal transduction	41	3.763443	5.849087	Tgap1l6	rat	Tgap1l6			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	CD9	rat | human	Cd9			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	DCST1	rat | human	Dcst1			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	DCST2	rat | human	Dcst2			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	FOLR1	rat | human	Folr1			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	FOLR2	rat | human	Folr2			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	FOLR3	human				
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	FREY1	rat | human	Frey1			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	IZUMO1	rat | human	Izumo1			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	IZUMO1R	rat | human	Izumo1r			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	Spaca3	rat	Spaca3			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	SPACA4	rat | human	Spaca4			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	SPACA6	rat | human	Spaca6			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	SPESP1	rat | human	Spesp1			
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	SPPL2C	human				
GO:0035036	sperm-egg recognition	36	5.668747	4.240776	TMEM81	rat | human	Tmem81			
GO:0035051	cardiocyte differentiation	37	5.530401	4.775154	BMP2	rat | human	Bmp2			
GO:0035051	cardiocyte differentiation	37	5.530401	4.775154	MYOCD	human				
GO:0035082	axoneme assembly	15	5.846151	6.491566	Ak7	rat	Ak7			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Axdnd1	rat	Axdnd1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Cc2d2a	rat	Cc2d2a			
GO:0035082	axoneme assembly	15	5.846151	6.491566	CCDC13	rat | human	Ccdc13			
GO:0035082	axoneme assembly	15	5.846151	6.491566	CCDC40	rat | human	Ccdc40			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Ccdc57	rat	Ccdc57			
GO:0035082	axoneme assembly	15	5.846151	6.491566	CFAP206	rat | human	Cfap206			
GO:0035082	axoneme assembly	15	5.846151	6.491566	CFAP46	rat | human	Cfap46			
GO:0035082	axoneme assembly	15	5.846151	6.491566	CFAP74	human				
GO:0035082	axoneme assembly	15	5.846151	6.491566	Cluap1	rat	Cluap1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	CPLANE2	rat | human	Cplane2			
GO:0035082	axoneme assembly	15	5.846151	6.491566	DCX	rat | human	Dcx			
GO:0035082	axoneme assembly	15	5.846151	6.491566	DNAAF1	rat | human	Dnaaf1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	DRC1	rat | human	Drc1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	DRC4	rat | human	Drc4			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Fbxo24	rat	Fbxo24			
GO:0035082	axoneme assembly	15	5.846151	6.491566	FOXJ1	rat | human	Foxj1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Fsip1	rat	Fsip1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	HOATZ	rat | human	Hoatz			
GO:0035082	axoneme assembly	15	5.846151	6.491566	IFT56	rat | human	Ift56			
GO:0035082	axoneme assembly	15	5.846151	6.491566	JHY	rat | human	Jhy			
GO:0035082	axoneme assembly	15	5.846151	6.491566	LRGUK	rat | human	Lrguk			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Lrrc46	rat	Lrrc46			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Ofd1	rat	Ofd1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	PIERCE1	rat | human	Pierce1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	PIERCE2	rat | human	Pierce2			
GO:0035082	axoneme assembly	15	5.846151	6.491566	RP1	rat | human	Rp1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	RP1L1	rat | human	Rp1l1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	RSPH1	rat | human	Rsph1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	RSPH4A	rat | human	Rsph4a			
GO:0035082	axoneme assembly	15	5.846151	6.491566	RSPH6A	rat | human	Rsph6a			
GO:0035082	axoneme assembly	15	5.846151	6.491566	RSPH9	rat | human	Rsph9			
GO:0035082	axoneme assembly	15	5.846151	6.491566	SPACA9	rat | human	Spaca9			
GO:0035082	axoneme assembly	15	5.846151	6.491566	SPAG16	rat | human	Spag16			
GO:0035082	axoneme assembly	15	5.846151	6.491566	STK36	rat | human	Stk36			
GO:0035082	axoneme assembly	15	5.846151	6.491566	TOGARAM1	human				
GO:0035082	axoneme assembly	15	5.846151	6.491566	Ttll1	rat	Ttll1			
GO:0035082	axoneme assembly	15	5.846151	6.491566	TTLL3	human				
GO:0035082	axoneme assembly	15	5.846151	6.491566	TTLL8	rat | human	Ttll8			
GO:0035082	axoneme assembly	15	5.846151	6.491566	Ulk4	rat	Ulk4			
GO:0035088	establishment or maintenance of apical/basal cell polarity	36	5.483923	4.431758	Cdc42	rat	Cdc42			
GO:0035088	establishment or maintenance of apical/basal cell polarity	36	5.483923	4.431758	CLIC4	human				
GO:0035088	establishment or maintenance of apical/basal cell polarity	36	5.483923	4.431758	Ezr	rat	Ezr			
GO:0035088	establishment or maintenance of apical/basal cell polarity	36	5.483923	4.431758	OOEP	rat | human	Ooep			
GO:0035088	establishment or maintenance of apical/basal cell polarity	36	5.483923	4.431758	SCRIB	human				
GO:0035094	response to nicotine	16	7.530190	4.517724	ABAT	rat | human	Abat			
GO:0035094	response to nicotine	16	7.530190	4.517724	Ache	rat	Ache			
GO:0035094	response to nicotine	16	7.530190	4.517724	Agtr1b	rat	Agtr1b			
GO:0035094	response to nicotine	16	7.530190	4.517724	Aldh2	rat	Aldh2			
GO:0035094	response to nicotine	16	7.530190	4.517724	Aldoa	rat	Aldoa			
GO:0035094	response to nicotine	16	7.530190	4.517724	Ar	rat	Ar			
GO:0035094	response to nicotine	16	7.530190	4.517724	ATP1A2	rat | human	Atp1a2			
GO:0035094	response to nicotine	16	7.530190	4.517724	AVP	rat | human	Avp			
GO:0035094	response to nicotine	16	7.530190	4.517724	Bag1	rat	Bag1			
GO:0035094	response to nicotine	16	7.530190	4.517724	BCL2	rat | human	Bcl2	consensus	11	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach
GO:0035094	response to nicotine	16	7.530190	4.517724	Casp12	rat	Casp12			
GO:0035094	response to nicotine	16	7.530190	4.517724	CASP3	rat | human	Casp3	consensus	7	brain | heart | kidney | lung
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNA1	rat | human	Chrna1			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNA2	rat | human	Chrna2			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNA3	rat | human	Chrna3			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNA4	rat | human	Chrna4			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNA5	rat | human	Chrna5			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNA6	rat | human	Chrna6			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNA7	rat | human	Chrna7			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNB2	rat | human	Chrnb2			
GO:0035094	response to nicotine	16	7.530190	4.517724	CHRNB3	rat | human	Chrnb3			
GO:0035094	response to nicotine	16	7.530190	4.517724	Chrnb4	rat	Chrnb4			
GO:0035094	response to nicotine	16	7.530190	4.517724	Cnr1	rat	Cnr1			
GO:0035094	response to nicotine	16	7.530190	4.517724	CREB1	rat | human	Creb1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Cyp2d1	rat	Cyp2d1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Dhfr	rat	Dhfr	single	1	
GO:0035094	response to nicotine	16	7.530190	4.517724	Drd1	rat	Drd1			
GO:0035094	response to nicotine	16	7.530190	4.517724	DRD2	rat | human	Drd2			
GO:0035094	response to nicotine	16	7.530190	4.517724	EDN1	rat | human	Edn1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Esr2	rat	Esr2			
GO:0035094	response to nicotine	16	7.530190	4.517724	FOSB	rat | human	Fosb			
GO:0035094	response to nicotine	16	7.530190	4.517724	GABBR1	rat | human	Gabbr1			
GO:0035094	response to nicotine	16	7.530190	4.517724	GNAT3	rat | human	Gnat3			
GO:0035094	response to nicotine	16	7.530190	4.517724	GPX1	rat | human	Gpx1	single	1	
GO:0035094	response to nicotine	16	7.530190	4.517724	Grin2a	rat	Grin2a			
GO:0035094	response to nicotine	16	7.530190	4.517724	Grin2b	rat	Grin2b			
GO:0035094	response to nicotine	16	7.530190	4.517724	Gsr	rat	Gsr	single	1	liver
GO:0035094	response to nicotine	16	7.530190	4.517724	Gsta4	rat	Gsta4	single	1	blood | kidney
GO:0035094	response to nicotine	16	7.530190	4.517724	HDAC2	rat | human	Hdac2			
GO:0035094	response to nicotine	16	7.530190	4.517724	HMOX1	rat | human	Hmox1	consensus	4	brain | liver
GO:0035094	response to nicotine	16	7.530190	4.517724	Homer1	rat	Homer1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Igf1	rat	Igf1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Igf1r	rat	Igf1r			
GO:0035094	response to nicotine	16	7.530190	4.517724	Igf2	rat	Igf2			
GO:0035094	response to nicotine	16	7.530190	4.517724	IL13	rat | human	Il13			
GO:0035094	response to nicotine	16	7.530190	4.517724	KCNK1	rat | human	Kcnk1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Lepr	rat	Lepr			
GO:0035094	response to nicotine	16	7.530190	4.517724	Lypd1	rat	Lypd1			
GO:0035094	response to nicotine	16	7.530190	4.517724	MAPK1	rat | human	Mapk1	consensus	3	heart | lung
GO:0035094	response to nicotine	16	7.530190	4.517724	MMP2	rat | human	Mmp2			
GO:0035094	response to nicotine	16	7.530190	4.517724	Mmp9	rat	Mmp9	moderate	2	heart | liver
GO:0035094	response to nicotine	16	7.530190	4.517724	MT-ND4	rat | human	Mt-nd4			
GO:0035094	response to nicotine	16	7.530190	4.517724	Mt-nd6	rat	Mt-nd6			
GO:0035094	response to nicotine	16	7.530190	4.517724	Ngf	rat	Ngf			
GO:0035094	response to nicotine	16	7.530190	4.517724	NKX6-1	rat | human	Nkx6-1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Nos1	rat	Nos1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Nos3	rat	Nos3			
GO:0035094	response to nicotine	16	7.530190	4.517724	NTRK1	rat | human	Ntrk1			
GO:0035094	response to nicotine	16	7.530190	4.517724	OPRD1	rat | human	Oprd1			
GO:0035094	response to nicotine	16	7.530190	4.517724	OPRK1	rat | human	Oprk1			
GO:0035094	response to nicotine	16	7.530190	4.517724	PDX1	rat | human	Pdx1	single	1	pancreas
GO:0035094	response to nicotine	16	7.530190	4.517724	Pdyn	rat	Pdyn			
GO:0035094	response to nicotine	16	7.530190	4.517724	PENK	rat | human	Penk			
GO:0035094	response to nicotine	16	7.530190	4.517724	PNOC	rat | human	Pnoc			
GO:0035094	response to nicotine	16	7.530190	4.517724	Ppp1r1b	rat	Ppp1r1b			
GO:0035094	response to nicotine	16	7.530190	4.517724	PPP1R9B	rat | human	Ppp1r9b			
GO:0035094	response to nicotine	16	7.530190	4.517724	Prss1	rat	Prss1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Rapgef3	rat	Rapgef3			
GO:0035094	response to nicotine	16	7.530190	4.517724	Shc1	rat	Shc1			
GO:0035094	response to nicotine	16	7.530190	4.517724	SLC6A3	rat | human	Slc6a3			
GO:0035094	response to nicotine	16	7.530190	4.517724	Slc7a11	rat	Slc7a11			
GO:0035094	response to nicotine	16	7.530190	4.517724	Star	rat	Star			
GO:0035094	response to nicotine	16	7.530190	4.517724	TACR1	rat | human	Tacr1			
GO:0035094	response to nicotine	16	7.530190	4.517724	Th	rat	Th			
GO:0035094	response to nicotine	16	7.530190	4.517724	VCAM1	rat | human	Vcam1			
GO:0035107	appendage morphogenesis	39	4.793704	4.479478						
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Alx4	rat	Alx4			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Asph	rat	Asph			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Bak1	rat	Bak1	moderate	2	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Bax	rat	Bax	consensus	12	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach
GO:0035108	limb morphogenesis	39	4.730534	4.422349	CIBAR1	rat | human	Cibar1			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Col2a1	rat	Col2a1			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Evx2	rat	Evx2			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Fbn2	rat	Fbn2			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Fgf10	rat	Fgf10			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Fgf8	rat	Fgf8			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Flvcr1	rat	Flvcr1			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	GLI3	rat | human	Gli3			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Hoxd13	rat	Hoxd13			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Idua	rat	Idua			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Ift140	rat	Ift140			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	IQCE	rat | human	Iqce			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Lmx1b	rat	Lmx1b			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Lrp5	rat	Lrp5			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Lrp6	rat	Lrp6			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	MEGF8	rat | human	Megf8			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	NFIA	rat | human	Nfia			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	NPR2	rat | human	Npr2			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Pcnt	rat	Pcnt			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	PCSK5	rat | human	Pcsk5			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Pkdcc	rat	Pkdcc			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	PRICKLE1	rat | human	Prickle1			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	PTCH1	rat | human	Ptch1			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Rpgrip1l	rat	Rpgrip1l			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	SALL3	human				
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Sik3	rat	Sik3			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Tbx3	rat	Tbx3			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	TBX4	rat | human	Tbx4			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	VPS54	rat | human	Vps54			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	Wnt5a	rat	Wnt5a			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	ZIC3	rat | human	Zic3			
GO:0035108	limb morphogenesis	39	4.730534	4.422349	ZNF141	human				
GO:0035113	embryonic appendage morphogenesis	39	4.866075	4.478678						
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Ark2c	rat	Ark2c			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Fmn1	rat	Fmn1			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Gdf5	rat	Gdf5			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Hoxd10	rat	Hoxd10			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Hoxd9	rat	Hoxd9			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	NIPBL	rat | human	Nipbl			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Sall1	rat	Sall1			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Sall3	rat	Sall3			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	TBX3	rat | human	Tbx3			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	TBX5	rat | human	Tbx5			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Tfap2a	rat	Tfap2a			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	TFAP2B	rat | human	Tfap2b			
GO:0035136	forelimb morphogenesis	39	4.813584	4.393677	Zbtb16	rat	Zbtb16			
GO:0035137	hindlimb morphogenesis	39	4.695879	4.391985	Bmpr1a	rat	Bmpr1a			
GO:0035137	hindlimb morphogenesis	39	4.695879	4.391985	Fmn1	rat	Fmn1			
GO:0035137	hindlimb morphogenesis	39	4.695879	4.391985	Gdf5	rat	Gdf5			
GO:0035137	hindlimb morphogenesis	39	4.695879	4.391985	Hoxd10	rat	Hoxd10			
GO:0035137	hindlimb morphogenesis	39	4.695879	4.391985	Hoxd9	rat	Hoxd9			
GO:0035137	hindlimb morphogenesis	39	4.695879	4.391985	Pitx1	rat	Pitx1			
GO:0035137	hindlimb morphogenesis	39	4.695879	4.391985	Ptch1	rat	Ptch1			
