go_id	go_term	cluster_id	UMAP_1	UMAP_2	gene_symbol	species	rat_symbol	tox_evidence	tox_papers	tox_organs
GO:0000018	regulation of DNA recombination	31	2.474537	3.013802	IL7R	human				
GO:0000018	regulation of DNA recombination	31	2.474537	3.013802	KPNA1	human				
GO:0000018	regulation of DNA recombination	31	2.474537	3.013802	KPNA2	human				
GO:0000018	regulation of DNA recombination	31	2.474537	3.013802	RTEL1	rat | human	Rtel1			
GO:0000018	regulation of DNA recombination	31	2.474537	3.013802	SMARCAD1	rat | human	Smarcad1			
GO:0000041	transition metal ion transport	23	4.946572	8.264491	Slc11a2	rat	Slc11a2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	AABR07035428.2	rat	AABR07035428.2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	AMBRA1	rat | human	Ambra1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	AP4M1	rat | human	Ap4m1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG10	rat | human	Atg10			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG101	rat | human	Atg101			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG12	rat | human	Atg12			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG13	rat | human	Atg13			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG14	rat | human	Atg14			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG16L1	rat | human	Atg16l1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Atg16l2	rat	Atg16l2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG2A	rat | human	Atg2a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG2B	rat | human	Atg2b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG3	rat | human	Atg3			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG4A	rat | human	Atg4a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG4B	rat | human	Atg4b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG4C	rat | human	Atg4c			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG4D	rat | human	Atg4d			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG5	rat | human	Atg5			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG7	rat | human	Atg7			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG9A	rat | human	Atg9a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATG9B	rat | human	Atg9b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ATP2A2	rat | human	Atp2a2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	BAG3	rat | human	Bag3			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	BECN1	rat | human	Becn1	single	1	heart
GO:0000045	autophagosome assembly	15	6.204746	6.351471	BECN2	rat | human	Becn2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Ctsd	rat	Ctsd			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ELAPOR1	rat | human	Elapor1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	EMC6	rat | human	Emc6			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Epm2a	rat	Epm2a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	GABARAP	rat | human	Gabarap			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	GABARAPL1	rat | human	Gabarapl1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	GABARAPL2	rat | human	Gabarapl2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	GABARAPL3	human				
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Gabarapl4	rat	Gabarapl4			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Ifgga2l2	rat	Ifgga2l2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Ifgga4l	rat	Ifgga4l			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Ifi47	rat	Ifi47			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Igtp	rat	Igtp			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	IRGM	rat | human	Irgm			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	MAP1LC3A	rat | human	Map1lc3a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	MAP1LC3B	rat | human	Map1lc3b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	MAP1LC3B2	human				
GO:0000045	autophagosome assembly	15	6.204746	6.351471	MAP1LC3C	human				
GO:0000045	autophagosome assembly	15	6.204746	6.351471	NSFL1C	rat | human	Nsfl1c			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	PACS2	rat | human	Pacs2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	PIK3C3	rat | human	Pik3c3			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Psen1	rat	Psen1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB19	rat | human	Rab19			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB1A	rat | human	Rab1A			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB1B	rat | human	Rab1b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB1C	human				
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB23	rat | human	Rab23			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB33A	rat | human	Rab33a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB33B	rat | human	Rab33b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB43	rat | human	Rab43			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RAB7A	rat | human	Rab7a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RB1CC1	rat | human	Rb1cc1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RGD1309362	rat	RGD1309362			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RGD1559575	rat	RGD1559575			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	RUFY4	rat | human	Rufy4			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	STING1	rat | human	Sting1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	STX12	rat | human	Stx12			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Synpo2	rat	Synpo2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Tcirg1	rat	Tcirg1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	TMEM41B	rat | human	Tmem41b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	TP53INP1	human				
GO:0000045	autophagosome assembly	15	6.204746	6.351471	TP53INP2	rat | human	Tp53inp2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	TRAF6	rat | human	Traf6			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	TRIM32	rat | human	Trim32			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	Trp53inp1	rat	Trp53inp1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	UBQLN1	rat | human	Ubqln1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	UBQLN2	rat | human	Ubqln2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	UBXN2A	rat | human	Ubxn2a			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	UBXN2B	rat | human	Ubxn2b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ULK1	rat | human	Ulk1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ULK2	rat | human	Ulk2			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	ULK3	rat | human	Ulk3			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	VMP1	rat | human	Vmp1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	WDR45	rat | human	Wdr45			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	WDR45B	rat | human	Wdr45b			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	WIPI1	rat | human	Wipi1			
GO:0000045	autophagosome assembly	15	6.204746	6.351471	WIPI2	rat | human	Wipi2			
GO:0000075	cell cycle checkpoint signaling	8	3.731771	7.319325						
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	ATM	rat | human	Atm			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	ATR	rat | human	Atr			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	ATRIP	rat | human	Atrip			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	BRIP1	human				
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	CDC5L	rat | human	Cdc5l			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	CEP63	rat | human	Cep63			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	CHEK1	rat | human	Chek1			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	CHEK2	rat | human	Chek2			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	CLOCK	rat | human	Clock			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	CLSPN	rat | human	Clspn			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	DONSON	rat | human	Donson			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	DOT1L	rat | human	Dot1l			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	DTX3L	rat | human	Dtx3l			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	E2F1	rat | human	E2f1	single	1	liver
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	EIF2AK4	rat | human	Eif2ak4			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	ERCC6	rat | human	Ercc6			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	FBXO6	human				
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	GNB1L	rat | human	Gnb1l			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	H2AX	rat | human	H2ax			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	HINFP	rat | human	Hinfp			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	HUS1	rat | human	Hus1			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	HUS1B	human				
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	INTS7	rat | human	Ints7			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	LYN	rat | human	Lyn			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	MAP3K20	rat | human	Map3k20			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	Mapk14	rat	Mapk14			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	NBN	rat | human	Nbn			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	PARP9	rat | human	Parp9			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	PRPF19	rat | human	Prpf19			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	Ptpn11	rat	Ptpn11			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	RAD1	rat | human	Rad1			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	RAD17	rat | human	Rad17			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	RAD9A	rat | human	Rad9a			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	RAD9B	rat | human	Rad9b			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	RHNO1	rat | human	Rhno1			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	RPA2	human				
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	RPA4	human				
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	STK38	rat | human	Stk38			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	Tipin	rat	Tipin			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	TIPRL	rat | human	Tiprl			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	TOPBP1	rat | human	Topbp1			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	TP53BP1	human				
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	Trex1	rat	Trex1			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	UFL1	rat | human	Ufl1			
GO:0000077	DNA damage checkpoint signaling	8	3.780867	7.355706	USP28	rat | human	Usp28			
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	BCCIP	rat | human	Bccip			
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	BLM	rat | human	Blm			
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CCNE2	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CCNG1	human		moderate	2	intestine | kidney | liver | lung
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CCNK	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CCNT1	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CCNT2	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDC25A	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDC25C	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDC37	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDC6	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDK5R1	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDK5R2	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	Cdk5rap1	rat	Cdk5rap1			
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDK5RAP3	rat | human	Cdk5rap3			
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	Cdkn1a	rat	Cdkn1a	consensus	4	intestine | kidney | liver | lung
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDKN1B	rat | human	Cdkn1b			
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	Cdkn2a	rat	Cdkn2a			
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	CDKN3	human		moderate	2	kidney | liver
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	DIRAS3	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	GADD45A	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	GTF2H1	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	HERC5	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	PKMYT1	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	SERTAD1	human				
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.118993	3.025014	Sfn	rat	Sfn			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Abcg2	rat	Abcg2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	ACVR1B	rat | human	Acvr1b			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	BCAT1	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CACUL1	rat | human	Cacul1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CAMK2A	rat | human	Camk2a			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Camk2b	rat	Camk2b			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Camk2d	rat	Camk2d			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Camk2g	rat	Camk2g			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNA1	rat | human	Ccna1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNA2	rat | human	Ccna2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNB1	rat | human	Ccnb1	single	1	liver
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNB2	rat | human	Ccnb2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Ccnb2-ps2	rat	Ccnb2-ps2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNB3	rat | human	Ccnb3			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCND1	rat | human	Ccnd1	single	1	liver
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCND2	rat | human	Ccnd2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCND3	rat | human	Ccnd3			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNE1	rat | human	Ccne1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNE2	rat | human	Ccne2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNF	rat | human	Ccnf	single	1	intestine | kidney | liver | lung
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNG1	rat | human	Ccng1	moderate	2	intestine | kidney | liver | lung
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNG2	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNI	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNI2	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNJ	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNJL	rat | human	Ccnjl			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNO	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CCNP	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDC25A	rat | human	Cdc25a			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDC34	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDC7	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDK1	rat | human	Cdk1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDK2	rat | human	Cdk2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDK3	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDK4	rat | human	Cdk4			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDK6	rat | human	Cdk6			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDKN1A	human		consensus	4	intestine | kidney | liver | lung
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDKN1B	rat | human	Cdkn1b			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CDKN3	human		moderate	2	kidney | liver
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CUL1	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CUL2	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CUL3	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CUL4A	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CUL4B	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	CUL5	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	DBF4	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	E2f1	rat	E2f1	single	1	liver
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	E2F3	rat | human	E2f3			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	EIF4E	rat | human	Eif4e			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	EIF4EBP1	rat | human	Eif4ebp1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	GPR132	rat | human	Gpr132			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	GSPT1	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	HINFP	rat | human	Hinfp			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Hspa8	rat	Hspa8			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Id4	rat	Id4			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Iqgap3	rat	Iqgap3			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Itgb1	rat	Itgb1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	KHDRBS1	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	LATS1	rat | human	Lats1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	LATS2	rat | human	Lats2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	MNAT1	rat | human	Mnat1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Myb	rat	Myb			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	MYC	rat | human	Myc	single	1	liver
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Nasp	rat	Nasp			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Nfatc1	rat	Nfatc1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Paics	rat	Paics	single	1	lung
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	PHF8	rat | human	Phf8			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	PIAS1	rat | human	Pias1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	PIM2	rat | human	Pim2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	PLK2	rat | human	Plk2	moderate	2	intestine | kidney | liver | lung
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	PLK3	rat | human	Plk3			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	POLE	rat | human	Pole			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Ppat	rat	Ppat			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Ppp3ca	rat	Ppp3ca			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	PPP6C	rat | human	Ppp6c			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Rb1	rat	Rb1	single	1	liver
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Rbbp8	rat	Rbbp8			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	RBX1	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	RCC1	rat | human	Rcc1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Rhou	rat	Rhou			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Rps6	rat	Rps6			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	RPS6KB1	rat | human	Rps6kb1			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	SKP1	human				
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	SKP2	rat | human	Skp2			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	SPDYA	rat | human	Spdya			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Taf10	rat	Taf10			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	Tcf19	rat	Tcf19			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	TRIM71	rat | human	Trim71			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	USP26	rat | human	Usp26			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	USP29	rat | human	Usp29			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	USP37	rat | human	Usp37			
GO:0000082	G1/S transition of mitotic cell cycle	-1	5.312532	6.246367	ZNF324	human				
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	ABCB1	human		single	1	liver
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	ARPP19	rat | human	Arpp19			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	AURKA	human				
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	Birc5	rat	Birc5			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	BRSK1	rat | human	Brsk1			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	BRSK2	rat | human	Brsk2			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	Calm1	rat	Calm1			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	Calm2	rat	Calm2			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	Calm3	rat	Calm3			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CCDC57	rat | human	Ccdc57			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CCNA2	rat | human	Ccna2			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CCNB1	human		single	1	liver
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CCNY	rat | human	Ccny			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDC25A	rat | human	Cdc25a			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDC25B	rat | human	Cdc25b			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDC25C	rat | human	Cdc25c			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	Cdc5l	rat	Cdc5l			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDK1	rat | human	Cdk1			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDK10	rat | human	Cdk10			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDK14	rat | human	Cdk14			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDK2	rat | human	Cdk2			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDK3	human				
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDK4	rat | human	Cdk4			
GO:0000086	G2/M transition of mitotic cell cycle	-1	5.324319	6.222302	CDK6	rat | human	Cdk6			
